AER 2018 Oct,False
REStud 2018 Oct,False
AER 2018 Sep,False
JPE 2018 Oct,False
REStat 2018 Oct,False
AEJ:Applied 2018 Oct,False
AER 2018 Aug,False
QJE 2018 Aug,False
JAERE 2018 Oct,False
JPubE 2018 Oct,False
AER 2018 Jul,False
JEEM 2018 Sep,False
JPE 2018 Aug,False
AEJ:Policy 2018 Aug,False
REStud 2018 Jul,False
JPubE 2018 Sep,False
AER 2018 Jun,False
EcLetters 2018 Oct,False
EcPolicy 2018 Oct,False
Energy Policy 2018 Oct,False
JoLE 2018 Oct,False
REStat 2018 Jul,False
AEJ:Applied 2018 Jul,False
ECMA 2018 Sep,False
JUE 2018 Sep,False
JEL 2018 Sep,False
JPubE 2018 Aug,False
JoE 2018 Oct,False
AER 2018 May,False
QJE 2018 May,False
JEEM 2018 Jul,False
JAERE 2018 Jul,False
EcLetters 2018 Sep,False
Energy Policy 2018 Sep,False
JPE 2018 Jun,False
JPubE 2018 Jul,False
JAE 2018 Sep,False
JoE 2018 Sep,False
AER 2018 Apr,False
EcLetters 2018 Aug,False
Energy Policy 2018 Aug,False
REStat 2018 May,False
AEJ:Policy 2018 May,False
ECMA 2018 Jul,False
JUE 2018 Jul,False
REStud 2018 Apr,False
JPubE 2018 Jun,False
JAE 2018 Aug,False
JoE 2018 Aug,False
AER 2018 Mar,False
JEEM 2018 May,False
EcLetters 2018 Jul,False
EcPolicy 2018 Jul,False
Energy Policy 2018 Jul,False
JoLE 2018 Jul,False
JPE 2018 Apr,False
AEJ:Applied 2018 Apr,False
JEL 2018 Jun,False
JPubE 2018 May,False
JoE 2018 Jul,False
AER 2018 Feb,False
QJE 2018 Feb,False
JAERE 2018 Apr,False
EcLetters 2018 Jun,False
Energy Policy 2018 Jun,False
REStat 2018 Mar,False
ECMA 2018 May,False
JUE 2018 May,False
JPubE 2018 Apr,False
JAE 2018 Jun,False
JoE 2018 Jun,False
AER 2018 Jan,False
JEEM 2018 Mar,False
EcLetters 2018 May,False
Energy Policy 2018 May,False
JPE 2018 Feb,False
AEJ:Policy 2018 Feb,False
REStud 2018 Jan,False
JPubE 2018 Mar,False
JoE 2018 May,False
AER 2017 Dec,False
EcLetters 2018 Apr,False
EcPolicy 2018 Apr,False
Energy Policy 2018 Apr,False
JoLE 2018 Apr,False
AEJ:Applied 2018 Jan,False
ECMA 2018 Mar,False
JUE 2018 Mar,False
JEL 2018 Mar,False
JPubE 2018 Feb,False
JAE 2018 Apr,False
JoE 2018 Apr,False
AER 2017 Nov,False
QJE 2017 Nov,False
JEEM 2018 Jan,False
JAERE 2018 Jan,False
EcLetters 2018 Mar,False
Energy Policy 2018 Mar,False
JPE 2017 Dec,False
REStat 2017 Dec,False
JPubE 2018 Jan,False
JAE 2018 Mar,False
JoE 2018 Mar,False
AER 2017 Oct,False
EcLetters 2018 Feb,False
Energy Policy 2018 Feb,False
AEJ:Policy 2017 Nov,False
ECMA 2018 Jan,False
JUE 2018 Jan,False
JEP 2018 Jan,False
REStud 2017 Oct,False
JPubE 2017 Dec,False
JoE 2018 Feb,False
AER 2017 Sep,False
JEEM 2017 Nov,False
EcLetters 2018 Jan,False
EcPolicy 2018 Jan,False
Energy Policy 2018 Jan,False
JoLE 2018 Jan,False
JPE 2017 Oct,False
REStat 2017 Oct,False
AEJ:Applied 2017 Oct,False
JEL 2017 Dec,False
JPubE 2017 Nov,False
JBES 2018 Jan,False
RAND 2018 Jan,False
JAE 2018 Jan,False
JoE 2018 Jan,False
AER 2017 Aug,False
QJE 2017 Aug,False
JAERE 2017 Oct,False
EcLetters 2017 Dec,False
Energy Policy 2017 Dec,False
ECMA 2017 Nov,False
JUE 2017 Nov,False
JPubE 2017 Oct,False
JoE 2017 Dec,False
AER 2017 Jul,False
JEEM 2017 Sep,False
EcLetters 2017 Nov,False
Energy Policy 2017 Nov,False
JPE 2017 Aug,False
AEJ:Policy 2017 Aug,False
REStud 2017 Jul,False
JPubE 2017 Sep,False
JAE 2017 Nov,False
JoE 2017 Nov,False
AER 2017 Jun,False
EcLetters 2017 Oct,False
EcPolicy 2017 Oct,False
Energy Policy 2017 Oct,False
JoLE 2017 Oct,False
REStat 2017 Jul,False
AEJ:Applied 2017 Jul,False
ECMA 2017 Sep,False
JUE 2017 Sep,False
JEL 2017 Sep,False
JPubE 2017 Aug,False
JoE 2017 Oct,False
AER 2017 May,False
QJE 2017 May,False
JEEM 2017 Jul,False
JAERE 2017 Jul,False
EcLetters 2017 Sep,False
Energy Policy 2017 Sep,False
JPE 2017 Jun,False
JPubE 2017 Jul,False
JAE 2017 Sep,False
JoE 2017 Sep,False
AER 2017 Apr,False
EcLetters 2017 Aug,False
Energy Policy 2017 Aug,False
REStat 2017 May,False
AEJ:Policy 2017 May,False
ECMA 2017 Jul,False
JUE 2017 Jul,False
REStud 2017 Apr,False
JPubE 2017 Jun,False
JAE 2017 Aug,False
JoE 2017 Aug,False
AER 2017 Mar,False
JEEM 2017 May,False
EcLetters 2017 Jul,False
EcPolicy 2017 Jul,False
Energy Policy 2017 Jul,False
JoLE 2017 Jul,False
JPE 2017 Apr,False
AEJ:Applied 2017 Apr,False
JEL 2017 Jun,False
JPubE 2017 May,False
JoE 2017 Jul,False
AER 2017 Feb,False
QJE 2017 Feb,False
JAERE 2017 Apr,False
EcLetters 2017 Jun,False
Energy Policy 2017 Jun,False
REStat 2017 Mar,False
ECMA 2017 May,False
JUE 2017 May,False
JPubE 2017 Apr,False
JAE 2017 Jun,False
JoE 2017 Jun,False
AER 2017 Jan,False
JEEM 2017 Mar,False
EcLetters 2017 May,False
Energy Policy 2017 May,False
JPE 2017 Feb,False
AEJ:Policy 2017 Feb,False
REStud 2017 Jan,False
JPubE 2017 Mar,False
JoE 2017 May,False
AER 2016 Dec,False
EcLetters 2017 Apr,False
EcPolicy 2017 Apr,False
Energy Policy 2017 Apr,False
JoLE 2017 Apr,False
AEJ:Applied 2017 Jan,False
ECMA 2017 Mar,False
JUE 2017 Mar,False
JEL 2017 Mar,False
JPubE 2017 Feb,False
JAE 2017 Apr,False
JoE 2017 Apr,False
AER 2016 Nov,False
QJE 2016 Nov,False
JEEM 2017 Jan,False
JAERE 2017 Jan,False
EcLetters 2017 Mar,False
Energy Policy 2017 Mar,False
JPE 2016 Dec,False
REStat 2016 Dec,False
JPubE 2017 Jan,False
JAE 2017 Mar,False
JoE 2017 Mar,False
AER 2016 Oct,False
EcLetters 2017 Feb,False
Energy Policy 2017 Feb,False
AEJ:Policy 2016 Nov,False
ECMA 2017 Jan,False
JUE 2017 Jan,False
JEP 2017 Jan,False
REStud 2016 Oct,False
JPubE 2016 Dec,False
JoE 2017 Feb,False
AER 2016 Sep,False
JEEM 2016 Nov,False
EcLetters 2017 Jan,False
EcPolicy 2017 Jan,False
Energy Policy 2017 Jan,False
JoLE 2017 Jan,False
JPE 2016 Oct,False
REStat 2016 Oct,False
AEJ:Applied 2016 Oct,False
JEL 2016 Dec,False
JPubE 2016 Nov,False
JBES 2017 Jan,False
RAND 2017 Jan,False
JAE 2017 Jan,False
JoE 2017 Jan,False
AER 2016 Aug,False
QJE 2016 Aug,False
JAERE 2016 Oct,False
EcLetters 2016 Dec,False
Energy Policy 2016 Dec,False
ECMA 2016 Nov,False
JUE 2016 Nov,False
JPubE 2016 Oct,False
JoE 2016 Dec,False
AER 2016 Jul,False
JEEM 2016 Sep,False
EcLetters 2016 Nov,False
Energy Policy 2016 Nov,False
JPE 2016 Aug,False
AEJ:Policy 2016 Aug,False
REStud 2016 Jul,False
JPubE 2016 Sep,False
JAE 2016 Nov,False
JoE 2016 Nov,False
AER 2016 Jun,False
EcLetters 2016 Oct,False
EcPolicy 2016 Oct,False
Energy Policy 2016 Oct,False
JoLE 2016 Oct,False
REStat 2016 Jul,False
AEJ:Applied 2016 Jul,False
ECMA 2016 Sep,False
JUE 2016 Sep,False
JEL 2016 Sep,False
JPubE 2016 Aug,False
JoE 2016 Oct,False
AER 2016 May,False
QJE 2016 May,False
JEEM 2016 Jul,False
JAERE 2016 Jul,False
EcLetters 2016 Sep,False
Energy Policy 2016 Sep,False
JPE 2016 Jun,False
JPubE 2016 Jul,False
JAE 2016 Sep,False
JoE 2016 Sep,False
AER 2016 Apr,False
EcLetters 2016 Aug,False
Energy Policy 2016 Aug,False
REStat 2016 May,False
AEJ:Policy 2016 May,False
ECMA 2016 Jul,False
JUE 2016 Jul,False
REStud 2016 Apr,False
JPubE 2016 Jun,False
JAE 2016 Aug,False
JoE 2016 Aug,False
AER 2016 Mar,False
JEEM 2016 May,False
EcLetters 2016 Jul,False
EcPolicy 2016 Jul,False
Energy Policy 2016 Jul,False
JoLE 2016 Jul,False
JPE 2016 Apr,False
AEJ:Applied 2016 Apr,False
JEL 2016 Jun,False
JPubE 2016 May,False
JoE 2016 Jul,False
AER 2016 Feb,False
QJE 2016 Feb,False
JAERE 2016 Apr,False
EcLetters 2016 Jun,False
Energy Policy 2016 Jun,False
REStat 2016 Mar,False
ECMA 2016 May,False
JUE 2016 May,False
JPubE 2016 Apr,False
JAE 2016 Jun,False
JoE 2016 Jun,False
AER 2016 Jan,False
JEEM 2016 Mar,False
EcLetters 2016 May,False
Energy Policy 2016 May,False
JPE 2016 Feb,False
AEJ:Policy 2016 Feb,False
REStud 2016 Jan,False
JPubE 2016 Mar,False
JoE 2016 May,False
AER 2015 Dec,False
EcLetters 2016 Apr,False
EcPolicy 2016 Apr,False
Energy Policy 2016 Apr,False
JoLE 2016 Apr,False
AEJ:Applied 2016 Jan,False
ECMA 2016 Mar,False
JUE 2016 Mar,False
JEL 2016 Mar,False
JPubE 2016 Feb,False
JAE 2016 Apr,False
JoE 2016 Apr,False
AER 2015 Nov,False
QJE 2015 Nov,False
JEEM 2016 Jan,False
JAERE 2016 Jan,False
EcLetters 2016 Mar,False
Energy Policy 2016 Mar,False
JPE 2015 Dec,False
REStat 2015 Dec,False
JPubE 2016 Jan,False
JAE 2016 Mar,False
JoE 2016 Mar,False
AER 2015 Oct,False
EcLetters 2016 Feb,False
Energy Policy 2016 Feb,False
AEJ:Policy 2015 Nov,False
ECMA 2016 Jan,False
JUE 2016 Jan,False
JEP 2016 Jan,False
REStud 2015 Oct,False
JPubE 2015 Dec,False
JoE 2016 Feb,False
AER 2015 Sep,False
JEEM 2015 Nov,False
EcLetters 2016 Jan,False
EcPolicy 2016 Jan,False
Energy Policy 2016 Jan,False
JoLE 2016 Jan,False
JPE 2015 Oct,False
REStat 2015 Oct,False
AEJ:Applied 2015 Oct,False
JEL 2015 Dec,False
JPubE 2015 Nov,False
JBES 2016 Jan,False
RAND 2016 Jan,False
JAE 2016 Jan,False
JoE 2016 Jan,False
AER 2015 Aug,False
QJE 2015 Aug,False
JAERE 2015 Oct,False
EcLetters 2015 Dec,False
Energy Policy 2015 Dec,False
ECMA 2015 Nov,False
JUE 2015 Nov,False
JPubE 2015 Oct,False
JoE 2015 Dec,False
AER 2015 Jul,False
JEEM 2015 Sep,False
EcLetters 2015 Nov,False
Energy Policy 2015 Nov,False
JPE 2015 Aug,False
AEJ:Policy 2015 Aug,False
REStud 2015 Jul,False
JPubE 2015 Sep,False
JAE 2015 Nov,False
JoE 2015 Nov,False
AER 2015 Jun,False
EcLetters 2015 Oct,False
EcPolicy 2015 Oct,False
Energy Policy 2015 Oct,False
JoLE 2015 Oct,False
REStat 2015 Jul,False
AEJ:Applied 2015 Jul,False
ECMA 2015 Sep,False
JUE 2015 Sep,False
JEL 2015 Sep,False
JPubE 2015 Aug,False
JoE 2015 Oct,False
AER 2015 May,False
QJE 2015 May,False
JEEM 2015 Jul,False
JAERE 2015 Jul,False
EcLetters 2015 Sep,False
Energy Policy 2015 Sep,False
JPE 2015 Jun,False
JPubE 2015 Jul,False
JAE 2015 Sep,False
JoE 2015 Sep,False
AER 2015 Apr,False
EcLetters 2015 Aug,False
Energy Policy 2015 Aug,False
REStat 2015 May,False
AEJ:Policy 2015 May,False
ECMA 2015 Jul,False
JUE 2015 Jul,False
REStud 2015 Apr,False
JPubE 2015 Jun,False
JAE 2015 Aug,False
JoE 2015 Aug,False
AER 2015 Mar,False
JEEM 2015 May,False
EcLetters 2015 Jul,False
EcPolicy 2015 Jul,False
Energy Policy 2015 Jul,False
JoLE 2015 Jul,False
JPE 2015 Apr,False
AEJ:Applied 2015 Apr,False
JEL 2015 Jun,False
JPubE 2015 May,False
JoE 2015 Jul,False
AER 2015 Feb,False
QJE 2015 Feb,False
JAERE 2015 Apr,False
EcLetters 2015 Jun,False
Energy Policy 2015 Jun,False
REStat 2015 Mar,False
ECMA 2015 May,False
JUE 2015 May,False
JPubE 2015 Apr,False
JAE 2015 Jun,False
JoE 2015 Jun,False
AER 2015 Jan,False
JEEM 2015 Mar,False
EcLetters 2015 May,False
Energy Policy 2015 May,False
JPE 2015 Feb,False
AEJ:Policy 2015 Feb,False
REStud 2015 Jan,False
JPubE 2015 Mar,False
JoE 2015 May,False
EcLetters 2015 Apr,False
EcPolicy 2015 Apr,False
Energy Policy 2015 Apr,False
JoLE 2015 Apr,False
AEJ:Applied 2015 Jan,False
ECMA 2015 Mar,False
JUE 2015 Mar,False
JEL 2015 Mar,False
JPubE 2015 Feb,False
JAE 2015 Apr,False
JoE 2015 Apr,False
JEEM 2015 Jan,False
JAERE 2015 Jan,False
EcLetters 2015 Mar,False
Energy Policy 2015 Mar,False
JPubE 2015 Jan,False
JAE 2015 Mar,False
JoE 2015 Mar,False
EcLetters 2015 Feb,False
Energy Policy 2015 Feb,False
ECMA 2015 Jan,False
JUE 2015 Jan,False
JEP 2015 Jan,False
JoE 2015 Feb,False
EcLetters 2015 Jan,False
EcPolicy 2015 Jan,False
Energy Policy 2015 Jan,False
JoLE 2015 Jan,False
JBES 2015 Jan,False
RAND 2015 Jan,False
JAE 2015 Jan,False
JoE 2015 Jan,False
